nullsociable0,sociable1,sociable2,sociable3,sociable4,sociable5,sociable6,sociable7,sociable8,sociable9,sociable10,sociable11,sociable12,sociable13
0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566,0.5021614632768566
0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999,0.7640351372087999
0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611,0.7453629067620611
0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155,0.33211565113892155
0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203,0.7931655024129203
0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743,0.7039991566242743
0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666,0.6323091079970666
0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396,0.7462043057946396
0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609,0.5420002782974609
0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062,0.5622806674084062
0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722,0.7638946214058722
0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472,0.3961873920305472
0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458,0.6120223942341458
0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139,0.8840606433707139
0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494,0.4666869504387494
0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365,0.43766515250035365
